Country,CountryCode,Region,IncomeGroup,Year,RPCO2Change,GDPChange,Recession
Australia,AUS,East Asia & Pacific,High income,1988,0.019654358,0.226234697,0
Australia,AUS,East Asia & Pacific,High income,1989,0.063657194,0.248626008,0
Australia,AUS,East Asia & Pacific,High income,1990,0.003384147,0.023200965,1
Australia,AUS,East Asia & Pacific,High income,1991,0.005200689,0.033511528,1
Australia,AUS,East Asia & Pacific,High income,1992,0.018007397,-0.013371456,1
Australia,AUS,East Asia & Pacific,High income,1993,0.015172198,-0.050381241,1
Australia,AUS,East Asia & Pacific,High income,1994,0.016525565,0.023340663,0
Australia,AUS,East Asia & Pacific,High income,1995,0.038757232,0.12598232,0
Australia,AUS,East Asia & Pacific,High income,1996,0.022760929,0.07587219,1
Australia,AUS,East Asia & Pacific,High income,1997,0.026999159,0.07352122,0
Australia,AUS,East Asia & Pacific,High income,1998,0.043296898,-0.091596131,0
Australia,AUS,East Asia & Pacific,High income,1999,0.028024147,-0.036865258,0
Australia,AUS,East Asia & Pacific,High income,2000,0.017820121,0.055822862,0
Australia,AUS,East Asia & Pacific,High income,2001,0.021342848,-0.10094385,0
Australia,AUS,East Asia & Pacific,High income,2002,0.012694309,0.030353823,0
Australia,AUS,East Asia & Pacific,High income,2003,0.020751723,0.167536439,0
Australia,AUS,East Asia & Pacific,High income,2004,0.036457007,0.29784775,0
Australia,AUS,East Asia & Pacific,High income,2005,0.008633319,0.117268718,0
Australia,AUS,East Asia & Pacific,High income,2006,0.015955957,0.060168397,0
Australia,AUS,East Asia & Pacific,High income,2007,0.018238268,0.136361276,0
Australia,AUS,East Asia & Pacific,High income,2008,0.011441871,0.210976336,1
Australia,AUS,East Asia & Pacific,High income,2009,0.007531627,-0.137682852,1
Australia,AUS,East Asia & Pacific,High income,2010,-0.004811547,0.216255699,0
Australia,AUS,East Asia & Pacific,High income,2011,-0.003279982,0.201754696,0
Australia,AUS,East Asia & Pacific,High income,2012,0.005773484,0.08788395,0
Australia,AUS,East Asia & Pacific,High income,2013,-0.021065022,0.002028449,0
Australia,AUS,East Asia & Pacific,High income,2014,-0.009615159,-0.082748452,0
Australia,AUS,East Asia & Pacific,High income,2015,0.018872231,-0.092065215,0
Australia,AUS,East Asia & Pacific,High income,2016,0.023600204,-0.119540199,0
Australia,AUS,East Asia & Pacific,High income,2017,0.009891935,0.08118358,0
Australia,AUS,East Asia & Pacific,High income,2018,0.002063417,0.061579168,1
Australia,AUS,East Asia & Pacific,High income,2019,-0.01187218,-0.040007661,1
Austria,AUT,Europe & Central Asia,High income,1962,0.064131885,0.054291941,0
Austria,AUT,Europe & Central Asia,High income,1963,0.091069858,0.07277422,0
Austria,AUT,Europe & Central Asia,High income,1964,0.052704291,0.087756644,0
Austria,AUT,Europe & Central Asia,High income,1965,-0.019433195,0.082809607,0
Austria,AUT,Europe & Central Asia,High income,1966,0.028002846,0.081799809,0
Austria,AUT,Europe & Central Asia,High income,1967,0.018031148,0.05561555,0
Austria,AUT,Europe & Central Asia,High income,1968,0.059665135,0.068808437,0
Austria,AUT,Europe & Central Asia,High income,1969,0.055352844,0.088046092,0
Austria,AUT,Europe & Central Asia,High income,1970,0.134263147,0.127854004,0
Austria,AUT,Europe & Central Asia,High income,1971,0.028390909,0.156505853,0
Austria,AUT,Europe & Central Asia,High income,1972,0.076862705,0.228087079,0
Austria,AUT,Europe & Central Asia,High income,1973,0.070346914,0.33059418,0
Austria,AUT,Europe & Central Asia,High income,1974,-0.045342373,0.190204979,1
Austria,AUT,Europe & Central Asia,High income,1975,-0.053765013,0.141416079,1
Austria,AUT,Europe & Central Asia,High income,1976,0.073600995,0.074308384,0
Austria,AUT,Europe & Central Asia,High income,1977,-0.037970363,0.199394845,0
Austria,AUT,Europe & Central Asia,High income,1978,0.022018447,0.204803633,0
Austria,AUT,Europe & Central Asia,High income,1979,0.071555015,0.193565581,0
Austria,AUT,Europe & Central Asia,High income,1980,-0.151598488,0.109843468,0
Austria,AUT,Europe & Central Asia,High income,1981,0.073194843,-0.136555599,0
Austria,AUT,Europe & Central Asia,High income,1982,-0.040612993,0.002674217,0
Austria,AUT,Europe & Central Asia,High income,1983,-0.03541406,0.013502176,0
Austria,AUT,Europe & Central Asia,High income,1984,0.049272733,-0.057284161,1
Austria,AUT,Europe & Central Asia,High income,1985,0.00280861,0.020134625,1
Austria,AUT,Europe & Central Asia,High income,1986,-0.011729819,0.426399329,0
Austria,AUT,Europe & Central Asia,High income,1987,0.067847849,0.252975501,0
Austria,AUT,Europe & Central Asia,High income,1988,-0.077325605,0.072339785,0
Austria,AUT,Europe & Central Asia,High income,1989,0.014339943,-0.006238989,0
Austria,AUT,Europe & Central Asia,High income,1990,0.156935601,0.241116061,1
Austria,AUT,Europe & Central Asia,High income,1991,0.057961357,0.033666459,1
Austria,AUT,Europe & Central Asia,High income,1992,-0.0840079,0.110180807,1
Austria,AUT,Europe & Central Asia,High income,1993,0.007164798,-0.032099319,1
Austria,AUT,Europe & Central Asia,High income,1994,0.006052898,0.064994749,0
Austria,AUT,Europe & Central Asia,High income,1995,0.050208173,0.182446428,0
Austria,AUT,Europe & Central Asia,High income,1996,0.05238922,-0.01704067,1
Austria,AUT,Europe & Central Asia,High income,1997,-0.002800438,-0.104115877,0
Austria,AUT,Europe & Central Asia,High income,1998,-0.00531931,0.024579096,0
Austria,AUT,Europe & Central Asia,High income,1999,-0.019625004,-0.00685545,0
Austria,AUT,Europe & Central Asia,High income,2000,0.009154074,-0.096040713,0
Austria,AUT,Europe & Central Asia,High income,2001,0.059545647,-0.001096871,0
Austria,AUT,Europe & Central Asia,High income,2002,0.025907199,0.075974737,0
Austria,AUT,Europe & Central Asia,High income,2003,0.078359107,0.220483596,0
Austria,AUT,Europe & Central Asia,High income,2004,0.001549096,0.142712935,0
Austria,AUT,Europe & Central Asia,High income,2005,0.019543649,0.042953478,0
Austria,AUT,Europe & Central Asia,High income,2006,-0.028968715,0.058124109,0
Austria,AUT,Europe & Central Asia,High income,2007,-0.03427566,0.153081009,0
Austria,AUT,Europe & Central Asia,High income,2008,-0.009078367,0.103573025,1
Austria,AUT,Europe & Central Asia,High income,2009,-0.08281817,-0.072436197,1
Austria,AUT,Europe & Central Asia,High income,2010,0.06693775,-0.023041344,0
Austria,AUT,Europe & Central Asia,High income,2011,-0.029350729,0.096395727,0
Austria,AUT,Europe & Central Asia,High income,2012,-0.038472284,-0.054642635,0
Austria,AUT,Europe & Central Asia,High income,2013,0.007983949,0.044247795,0
Austria,AUT,Europe & Central Asia,High income,2014,-0.05404422,0.01973289,0
