Country Name,Country Code,Region,IncomeGroup,Year,Annual CO2 growth (abs),GDP Change
Albania,ALB,Europe & Central Asia,Upper middle income,2013,0.260144,0.038946631
Albania,ALB,Europe & Central Asia,Upper middle income,2014,0.692496,0.037518434
Albania,ALB,Europe & Central Asia,Upper middle income,2015,-1.088208,-0.136685101
Albania,ALB,Europe & Central Asia,Upper middle income,2016,-0.03664,0.043324848
Albania,ALB,Europe & Central Asia,Upper middle income,2017,0.908672,0.098680791
Algeria,DZA,Middle East & North Africa,Lower middle income,1963,-0.241856,0.31730195
Algeria,DZA,Middle East & North Africa,Lower middle income,1964,0.22389,0.049134173
Algeria,DZA,Middle East & North Africa,Lower middle income,1965,0.945489,0.04971656
Algeria,DZA,Middle East & North Africa,Lower middle income,1966,1.832329,-0.05716814
Algeria,DZA,Middle East & North Africa,Lower middle income,1967,0.010725,0.077783047
Algeria,DZA,Middle East & North Africa,Lower middle income,1968,0.618649,0.110277614
Algeria,DZA,Middle East & North Africa,Lower middle income,1969,2.212732,0.073872507
Algeria,DZA,Middle East & North Africa,Lower middle income,1970,3.795992,0.110560838
Algeria,DZA,Middle East & North Africa,Lower middle income,1971,3.590571,0.015359161
Algeria,DZA,Middle East & North Africa,Lower middle income,1972,9.673109,0.295741499
Algeria,DZA,Middle East & North Africa,Lower middle income,1973,9.954761,0.254103695
Algeria,DZA,Middle East & North Africa,Lower middle income,1976,7.129863,0.107619648
Algeria,DZA,Middle East & North Africa,Lower middle income,1977,2.713843,0.149514068
Algeria,DZA,Middle East & North Africa,Lower middle income,1978,20.610353,0.221066325
Algeria,DZA,Middle East & North Africa,Lower middle income,1979,-16.909714,0.224027905
Algeria,DZA,Middle East & North Africa,Lower middle income,1980,20.870915,0.235765894
Algeria,DZA,Middle East & North Africa,Lower middle income,1981,-20.074485,0.0154739
Algeria,DZA,Middle East & North Africa,Lower middle income,1982,-7.168953,-0.011972894
Algeria,DZA,Middle East & North Africa,Lower middle income,1983,13.33088,0.046307561
Algeria,DZA,Middle East & North Africa,Lower middle income,1986,3.47132,0.067463824
Algeria,DZA,Middle East & North Africa,Lower middle income,1987,7.803114,0.018207253
Algeria,DZA,Middle East & North Africa,Lower middle income,1988,-0.175461,-0.138905498
Algeria,DZA,Middle East & North Africa,Lower middle income,1989,-3.899775,-0.083366869
Algeria,DZA,Middle East & North Africa,Lower middle income,1994,4.204234,-0.165693853
Algeria,DZA,Middle East & North Africa,Lower middle income,1995,8.835287,-0.036870583
Algeria,DZA,Middle East & North Africa,Lower middle income,1997,-9.781774,0.00989334
Algeria,DZA,Middle East & North Africa,Lower middle income,1998,19.616484,-0.014694665
Algeria,DZA,Middle East & North Africa,Lower middle income,1999,-14.952923,-0.004797728
Algeria,DZA,Middle East & North Africa,Lower middle income,2000,-4.225224,0.111232451
Algeria,DZA,Middle East & North Africa,Lower middle income,2001,-3.662009,-0.013832793
Algeria,DZA,Middle East & North Africa,Lower middle income,2002,5.626047,0.023680552
Algeria,DZA,Middle East & North Africa,Lower middle income,2003,1.641472,0.180464511
Algeria,DZA,Middle East & North Africa,Lower middle income,2004,-3.195091,0.240836445
Algeria,DZA,Middle East & North Africa,Lower middle income,2005,18.620088,0.192778392
Algeria,DZA,Middle East & North Africa,Lower middle income,2006,-6.272028,0.117444395
Algeria,DZA,Middle East & North Africa,Lower middle income,2007,8.198811,0.134519232
Algeria,DZA,Middle East & North Africa,Lower middle income,2010,-2.371781,0.153538234
Algeria,DZA,Middle East & North Africa,Lower middle income,2011,1.992796,0.219433845
Algeria,DZA,Middle East & North Africa,Lower middle income,2012,8.303075,0.023607707
Algeria,DZA,Middle East & North Africa,Lower middle income,2013,4.324676,-0.016530987
Algeria,DZA,Middle East & North Africa,Lower middle income,2014,10.786177,-0.000805953
Algeria,DZA,Middle East & North Africa,Lower middle income,2015,7.596802,-0.237851985
Algeria,DZA,Middle East & North Africa,Lower middle income,2016,-1.97856,-0.057797513
Algeria,DZA,Middle East & North Africa,Lower middle income,2017,4.609312,0.042025797
Andorra,AND,Europe & Central Asia,High income,1994,-0.003664,-0.017053402
Andorra,AND,Europe & Central Asia,High income,1995,0.01832,0.137128552
Andorra,AND,Europe & Central Asia,High income,1997,0.010992,-0.034921847
Andorra,AND,Europe & Central Asia,High income,1998,0.025648,0.029502534
Andorra,AND,Europe & Central Asia,High income,1999,0.021984,0.019433623
Andorra,AND,Europe & Central Asia,High income,2000,0.010992,0.134595331
Andorra,AND,Europe & Central Asia,High income,2001,,0.051124559
Andorra,AND,Europe & Central Asia,High income,2002,0.007328,0.091214916
Andorra,AND,Europe & Central Asia,High income,2003,0.003664,0.287434298
Andorra,AND,Europe & Central Asia,High income,2004,0.025648,0.176537477
Andorra,AND,Europe & Central Asia,High income,2005,0.014656,0.055231169
Andorra,AND,Europe & Central Asia,High income,2006,-0.029312,0.065131011
Andorra,AND,Europe & Central Asia,High income,2007,-0.007328,0.12015895
Andorra,AND,Europe & Central Asia,High income,2010,,-0.060927004
Andorra,AND,Europe & Central Asia,High income,2011,-0.025648,0.060771114
Andorra,AND,Europe & Central Asia,High income,2012,-0.003664,-0.10727662
Andorra,AND,Europe & Central Asia,High income,2013,-0.010992,0.022031104
Andorra,AND,Europe & Central Asia,High income,2014,-0.014656,0.044643847
Andorra,AND,Europe & Central Asia,High income,2015,0.003664,-0.134161722
Andorra,AND,Europe & Central Asia,High income,2016,0.003664,0.047875323
Andorra,AND,Europe & Central Asia,High income,2017,-0.003664,0.039712561
Angola,AGO,Sub-Saharan Africa,Lower middle income,1981,-0.067578,-0.096483208
Angola,AGO,Sub-Saharan Africa,Lower middle income,1982,-0.631595,-0.034905143
Angola,AGO,Sub-Saharan Africa,Lower middle income,1983,0.465356,0.005612007
Angola,AGO,Sub-Saharan Africa,Lower middle income,1986,-0.042274,-0.096233019
Angola,AGO,Sub-Saharan Africa,Lower middle income,1987,1.152189,0.10359677
Angola,AGO,Sub-Saharan Africa,Lower middle income,1988,-0.736723,0.047657127
Angola,AGO,Sub-Saharan Africa,Lower middle income,1989,-0.126556,0.124006853
Angola,AGO,Sub-Saharan Africa,Lower middle income,1994,-1.882787,-0.255048066
Angola,AGO,Sub-Saharan Africa,Lower middle income,1995,7.082707,0.208432377
Angola,AGO,Sub-Saharan Africa,Lower middle income,1997,-3.076976,-0.015973755
Angola,AGO,Sub-Saharan Africa,Lower middle income,1998,-0.078243,-0.176360889
Angola,AGO,Sub-Saharan Africa,Lower middle income,1999,1.860172,-0.084537016
Angola,AGO,Sub-Saharan Africa,Lower middle income,2000,0.385283,0.435943371
Angola,AGO,Sub-Saharan Africa,Lower middle income,2001,0.156458,-0.052982876
Angola,AGO,Sub-Saharan Africa,Lower middle income,2002,2.926026,0.654540143
Angola,AGO,Sub-Saharan Africa,Lower middle income,2003,-3.609177,0.126609863
Angola,AGO,Sub-Saharan Africa,Lower middle income,2004,9.713564,0.277328575
Angola,AGO,Sub-Saharan Africa,Lower middle income,2005,0.304498,0.515193393
Angola,AGO,Sub-Saharan Africa,Lower middle income,2006,3.095977,0.366450762
Angola,AGO,Sub-Saharan Africa,Lower middle income,2007,2.873697,0.200967808
Angola,AGO,Sub-Saharan Africa,Lower middle income,2010,1.298969,0.14893874
Angola,AGO,Sub-Saharan Africa,Lower middle income,2011,1.46523,0.286403988
Angola,AGO,Sub-Saharan Africa,Lower middle income,2012,3.470862,0.105000788
Angola,AGO,Sub-Saharan Africa,Lower middle income,2013,-0.572063,0.03034973
Angola,AGO,Sub-Saharan Africa,Lower middle income,2014,11.020325,0.029216288
Angola,AGO,Sub-Saharan Africa,Lower middle income,2015,-10.269801,-0.229537091
Angola,AGO,Sub-Saharan Africa,Lower middle income,2016,0.131923,-0.158605717
Angola,AGO,Sub-Saharan Africa,Lower middle income,2017,3.359888,0.168205304
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1978,0.025648,0.13622284
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1979,-0.084272,0.242930105
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1980,-0.263808,0.206599578
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1981,-0.03664,0.126044855
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1982,0.186864,0.112170066
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1983,-0.208848,0.107996036
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1986,,0.20615104
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1987,0.025648,0.161605971
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1988,0.010992,0.181254254
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1989,,0.096528617
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1994,,0.07799274
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1995,0.007328,-0.041518492
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1997,0.01832,0.051057339
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1998,0.014656,0.047209525
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1999,0.010992,0.032235451
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2000,0.010992,0.059490317
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2001,0.003664,-0.046332982
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2002,0.032976,0.003292057
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2003,0.021984,0.038263847
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2004,0.014656,0.060103774
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2005,0.007328,0.096828873
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2006,0.010992,0.114722523
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2007,0.021984,0.116132556
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2010,0.010992,-0.078447002
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2011,-0.010992,-0.0232237
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2012,0.014656,0.041285724
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2013,0.003664,-0.027327086
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2014,,0.045844188
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2015,0.01832,0.058105213
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2016,0.010992,0.063805008
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2017,,0.012225451
Argentina,ARG,Latin America & Caribbean,Upper middle income,1963,-3.607465,-0.264372378
Argentina,ARG,Latin America & Caribbean,Upper middle income,1964,5.637381,0.379785578
Argentina,ARG,Latin America & Caribbean,Upper middle income,1965,3.134809,0.090241878
Argentina,ARG,Latin America & Caribbean,Upper middle income,1966,4.267817,-0.00493346
Argentina,ARG,Latin America & Caribbean,Upper middle income,1967,2.403315,-0.165194008
Argentina,ARG,Latin America & Caribbean,Upper middle income,1968,3.533235,0.07391408
Argentina,ARG,Latin America & Caribbean,Upper middle income,1969,8.239653,0.164737003
Argentina,ARG,Latin America & Caribbean,Upper middle income,1970,5.399131,-0.004866494
Argentina,ARG,Latin America & Caribbean,Upper middle income,1971,6.199185,0.037640924
Argentina,ARG,Latin America & Caribbean,Upper middle income,1972,1.219568,0.026589586
Argentina,ARG,Latin America & Caribbean,Upper middle income,1973,3.909315,0.488447984
Argentina,ARG,Latin America & Caribbean,Upper middle income,1976,4.853748,-0.039022833
Argentina,ARG,Latin America & Caribbean,Upper middle income,1977,1.006794,0.093153319
Argentina,ARG,Latin America & Caribbean,Upper middle income,1978,1.849816,0.007820884
Argentina,ARG,Latin America & Caribbean,Upper middle income,1979,8.060648,0.17450771
Argentina,ARG,Latin America & Caribbean,Upper middle income,1980,-1.959896,0.094375634
Argentina,ARG,Latin America & Caribbean,Upper middle income,1981,-6.687569,0.006338464
Argentina,ARG,Latin America & Caribbean,Upper middle income,1982,1.382536,0.054595818
Argentina,ARG,Latin America & Caribbean,Upper middle income,1983,1.790958,0.213627758
Argentina,ARG,Latin America & Caribbean,Upper middle income,1986,3.619052,0.234950413
Argentina,ARG,Latin America & Caribbean,Upper middle income,1987,10.727354,-0.014043005
Argentina,ARG,Latin America & Caribbean,Upper middle income,1988,6.527533,0.118532235
Argentina,ARG,Latin America & Caribbean,Upper middle income,1989,-4.384571,-0.401818491
Argentina,ARG,Latin America & Caribbean,Upper middle income,1994,4.451517,0.07375705
Argentina,ARG,Latin America & Caribbean,Upper middle income,1995,5.535857,-0.009946553
Argentina,ARG,Latin America & Caribbean,Upper middle income,1997,2.879394,0.063689946
Argentina,ARG,Latin America & Caribbean,Upper middle income,1998,1.810432,0.009299567
Argentina,ARG,Latin America & Caribbean,Upper middle income,1999,7.833235,-0.062098941
Argentina,ARG,Latin America & Caribbean,Upper middle income,2000,-4.926784,-0.008570735
Argentina,ARG,Latin America & Caribbean,Upper middle income,2001,-8.354403,-0.064831718
Argentina,ARG,Latin America & Caribbean,Upper middle income,2002,-9.611596,-0.640223298
Argentina,ARG,Latin America & Caribbean,Upper middle income,2003,10.23866,0.291663748
Argentina,ARG,Latin America & Caribbean,Upper middle income,2004,22.412383,0.277005651
Argentina,ARG,Latin America & Caribbean,Upper middle income,2005,4.390809,0.194526456
Argentina,ARG,Latin America & Caribbean,Upper middle income,2006,13.174792,0.158353083
Argentina,ARG,Latin America & Caribbean,Upper middle income,2007,-0.363232,0.224097581
Argentina,ARG,Latin America & Caribbean,Upper middle income,2010,7.783936,0.262710178
Argentina,ARG,Latin America & Caribbean,Upper middle income,2011,3.540638,0.237137319
Argentina,ARG,Latin America & Caribbean,Upper middle income,2012,1.441074,0.018196171
Argentina,ARG,Latin America & Caribbean,Upper middle income,2013,-1.563155,-0.000184182
Argentina,ARG,Latin America & Caribbean,Upper middle income,2014,-1.454287,-0.056990976
Argentina,ARG,Latin America & Caribbean,Upper middle income,2015,3.66825,0.117899146
Argentina,ARG,Latin America & Caribbean,Upper middle income,2016,-1.436016,-0.072435534
Argentina,ARG,Latin America & Caribbean,Upper middle income,2017,-3.513696,0.142514839
Armenia,ARM,Europe & Central Asia,Upper middle income,1994,0.141119,0.121252976
Armenia,ARM,Europe & Central Asia,Upper middle income,1995,0.717528,0.139469876
Armenia,ARM,Europe & Central Asia,Upper middle income,1997,0.673501,0.038139435
Armenia,ARM,Europe & Central Asia,Upper middle income,1998,0.1304,0.164135579
Armenia,ARM,Europe & Central Asia,Upper middle income,1999,-0.348521,-0.019271921
Armenia,ARM,Europe & Central Asia,Upper middle income,2000,0.443286,0.042363989
Armenia,ARM,Europe & Central Asia,Upper middle income,2001,0.041294,0.11510557
Armenia,ARM,Europe & Central Asia,Upper middle income,2002,-0.455908,0.127901066
Armenia,ARM,Europe & Central Asia,Upper middle income,2003,0.378767,0.187537016
Armenia,ARM,Europe & Central Asia,Upper middle income,2004,0.235637,0.281457916
Armenia,ARM,Europe & Central Asia,Upper middle income,2005,0.684972,0.379081131
Armenia,ARM,Europe & Central Asia,Upper middle income,2006,0.025421,0.312936712
Armenia,ARM,Europe & Central Asia,Upper middle income,2007,0.69862,0.454619312
Armenia,ARM,Europe & Central Asia,Upper middle income,2010,-0.110582,0.074817814
Armenia,ARM,Europe & Central Asia,Upper middle income,2011,0.716128,0.095524064
Armenia,ARM,Europe & Central Asia,Upper middle income,2012,0.779374,0.044260168
Armenia,ARM,Europe & Central Asia,Upper middle income,2013,-0.213248,0.042459098
Armenia,ARM,Europe & Central Asia,Upper middle income,2014,0.024902,0.038571823
Armenia,ARM,Europe & Central Asia,Upper middle income,2015,-0.487539,-0.09506094
Armenia,ARM,Europe & Central Asia,Upper middle income,2016,0.086384,-0.004287815
Armenia,ARM,Europe & Central Asia,Upper middle income,2017,0.326096,0.089835003
Aruba,ABW,Latin America & Caribbean,High income,1987,0.267472,0.218353661
Aruba,ABW,Latin America & Caribbean,High income,1988,0.16488,0.238275667
Aruba,ABW,Latin America & Caribbean,High income,1989,0.03664,0.166687234
Aruba,ABW,Latin America & Caribbean,High income,1994,0.010992,0.087315685
Aruba,ABW,Latin America & Caribbean,High income,1995,0.047632,0.01221041
Aruba,ABW,Latin America & Caribbean,High income,1997,0.032976,0.080892057
Aruba,ABW,Latin America & Caribbean,High income,1998,0.047632,0.064179475
Aruba,ABW,Latin America & Caribbean,High income,1999,0.003664,0.014564168
Aruba,ABW,Latin America & Caribbean,High income,2000,1.568192,0.065327751
Aruba,ABW,Latin America & Caribbean,High income,2001,0.029312,0.002343826
Aruba,ABW,Latin America & Caribbean,High income,2002,0.029312,-0.011231529
Aruba,ABW,Latin America & Caribbean,High income,2003,0.124576,0.019419517
Aruba,ABW,Latin America & Caribbean,High income,2004,0.05496,0.083336529
Aruba,ABW,Latin America & Caribbean,High income,2005,0.102592,0.032346716
Aruba,ABW,Latin America & Caribbean,High income,2006,-0.003664,0.031984191
Aruba,ABW,Latin America & Caribbean,High income,2007,0.106256,0.074437093
Aruba,ABW,Latin America & Caribbean,High income,2010,-0.120912,-0.045384918
Aruba,ABW,Latin America & Caribbean,High income,2011,-0.007328,0.062663871
Aruba,ABW,Latin America & Caribbean,High income,2012,-1.150496,-0.010897915
Aruba,ABW,Latin America & Caribbean,High income,2013,-0.487312,0.05971334
Aruba,ABW,Latin America & Caribbean,High income,2014,0.010992,0.017507158
Aruba,ABW,Latin America & Caribbean,High income,2015,0.025648,0.050020478
Aruba,ABW,Latin America & Caribbean,High income,2016,-0.014656,0.010738396
Aruba,ABW,Latin America & Caribbean,High income,2017,0.032976,0.025682738
Australia,AUS,East Asia & Pacific,High income,1961,2.384996,0.037032263
Australia,AUS,East Asia & Pacific,High income,1962,4.319559,-0.012209881
Australia,AUS,East Asia & Pacific,High income,1963,6.110809,0.060646982
Australia,AUS,East Asia & Pacific,High income,1964,7.941503,0.083454851
Australia,AUS,East Asia & Pacific,High income,1965,11.976902,0.070246824
Australia,AUS,East Asia & Pacific,High income,1966,-0.633367,0.027608639
Australia,AUS,East Asia & Pacific,High income,1967,8.92491,0.100769922
Australia,AUS,East Asia & Pacific,High income,1968,5.352688,0.05581608
Australia,AUS,East Asia & Pacific,High income,1969,7.626902,0.09810985
Australia,AUS,East Asia & Pacific,High income,1970,5.355967,0.104753595
Australia,AUS,East Asia & Pacific,High income,1971,5.149767,0.057611552
Australia,AUS,East Asia & Pacific,High income,1972,4.706009,0.130040558
Australia,AUS,East Asia & Pacific,High income,1973,13.491849,0.207881566
Australia,AUS,East Asia & Pacific,High income,1976,-1.639229,0.068976161
Australia,AUS,East Asia & Pacific,High income,1977,13.530169,0.038562456
Australia,AUS,East Asia & Pacific,High income,1978,14.215313,0.061419498
Australia,AUS,East Asia & Pacific,High income,1979,3.049396,0.126125506
Australia,AUS,East Asia & Pacific,High income,1980,15.661426,0.098353594
Australia,AUS,East Asia & Pacific,High income,1981,9.601642,0.160808831
Australia,AUS,East Asia & Pacific,High income,1982,3.756003,0.078823668
Australia,AUS,East Asia & Pacific,High income,1983,-9.103632,-0.097744218
Australia,AUS,East Asia & Pacific,High income,1986,-1.265753,-0.006423808
Australia,AUS,East Asia & Pacific,High income,1987,16.128005,0.022912356
Australia,AUS,East Asia & Pacific,High income,1988,5.028572,0.226234697
Australia,AUS,East Asia & Pacific,High income,1989,16.606812,0.248626008
Australia,AUS,East Asia & Pacific,High income,1994,4.779775,0.023340663
Australia,AUS,East Asia & Pacific,High income,1995,11.395206,0.12598232
Australia,AUS,East Asia & Pacific,High income,1997,8.4335,0.07352122
Australia,AUS,East Asia & Pacific,High income,1998,13.889432,-0.091596131
Australia,AUS,East Asia & Pacific,High income,1999,9.379248,-0.036865258
Australia,AUS,East Asia & Pacific,High income,2000,6.131258,0.055822862
Australia,AUS,East Asia & Pacific,High income,2001,7.474159,-0.10094385
Australia,AUS,East Asia & Pacific,High income,2002,4.540363,0.030353823
Australia,AUS,East Asia & Pacific,High income,2003,7.516472,0.167536439
Australia,AUS,East Asia & Pacific,High income,2004,13.479104,0.29784775
Australia,AUS,East Asia & Pacific,High income,2005,3.308332,0.117268718
Australia,AUS,East Asia & Pacific,High income,2006,6.167192,0.060168397
Australia,AUS,East Asia & Pacific,High income,2007,7.161815,0.136361276
Australia,AUS,East Asia & Pacific,High income,2010,-1.960529,0.216255699
Australia,AUS,East Asia & Pacific,High income,2011,-1.330042,0.201754696
Australia,AUS,East Asia & Pacific,High income,2012,2.333485,0.08788395
Australia,AUS,East Asia & Pacific,High income,2013,-8.563063,0.002028449
Australia,AUS,East Asia & Pacific,High income,2014,-3.826287,-0.082748452
Australia,AUS,East Asia & Pacific,High income,2015,7.437865,-0.092065215
Australia,AUS,East Asia & Pacific,High income,2016,9.476774,-0.119540199
Australia,AUS,East Asia & Pacific,High income,2017,4.065897,0.08118358
Austria,AUT,Europe & Central Asia,High income,1961,1.039566,0.103002302
Austria,AUT,Europe & Central Asia,High income,1962,2.040936,0.054291941
Austria,AUT,Europe & Central Asia,High income,1963,3.084079,0.07277422
Austria,AUT,Europe & Central Asia,High income,1964,1.947374,0.087756644
Austria,AUT,Europe & Central Asia,High income,1965,-0.755882,0.082809607
Austria,AUT,Europe & Central Asia,High income,1966,1.068044,0.081799809
Austria,AUT,Europe & Central Asia,High income,1967,0.706976,0.05561555
Austria,AUT,Europe & Central Asia,High income,1968,2.381568,0.068808437
Austria,AUT,Europe & Central Asia,High income,1969,2.341267,0.088046092
Austria,AUT,Europe & Central Asia,High income,1970,5.993293,0.127854004
Austria,AUT,Europe & Central Asia,High income,1971,1.43748,0.156505853
Austria,AUT,Europe & Central Asia,High income,1972,4.002178,0.228087079
Austria,AUT,Europe & Central Asia,High income,1973,3.944447,0.33059418
Austria,AUT,Europe & Central Asia,High income,1976,3.990212,0.074308384
Austria,AUT,Europe & Central Asia,High income,1977,-2.210039,0.199394845
Austria,AUT,Europe & Central Asia,High income,1978,1.232907,0.204803633
Austria,AUT,Europe & Central Asia,High income,1979,4.094892,0.193565581
Austria,AUT,Europe & Central Asia,High income,1980,-9.296334,0.109843468
Austria,AUT,Europe & Central Asia,High income,1981,3.808016,-0.136555599
Austria,AUT,Europe & Central Asia,High income,1982,-2.267576,0.002674217
Austria,AUT,Europe & Central Asia,High income,1983,-1.896996,0.013502176
Austria,AUT,Europe & Central Asia,High income,1986,-0.637719,0.426399329
Austria,AUT,Europe & Central Asia,High income,1987,3.645439,0.252975501
Austria,AUT,Europe & Central Asia,High income,1988,-4.436561,0.072339785
Austria,AUT,Europe & Central Asia,High income,1989,0.759135,-0.006238989
Austria,AUT,Europe & Central Asia,High income,1994,0.36702,0.064994749
Austria,AUT,Europe & Central Asia,High income,1995,3.062821,0.182446428
Austria,AUT,Europe & Central Asia,High income,1997,-0.18881,-0.104115877
Austria,AUT,Europe & Central Asia,High income,1998,-0.357632,0.024579096
Austria,AUT,Europe & Central Asia,High income,1999,-1.312425,-0.00685545
Austria,AUT,Europe & Central Asia,High income,2000,0.600166,-0.096040713
Austria,AUT,Europe & Central Asia,High income,2001,3.939712,-0.001096871
Austria,AUT,Europe & Central Asia,High income,2002,1.816162,0.075974737
Austria,AUT,Europe & Central Asia,High income,2003,5.63549,0.220483596
Austria,AUT,Europe & Central Asia,High income,2004,0.120139,0.142712935
Austria,AUT,Europe & Central Asia,High income,2005,1.518041,0.042953478
Austria,AUT,Europe & Central Asia,High income,2006,-2.294103,0.058124109
Austria,AUT,Europe & Central Asia,High income,2007,-2.635741,0.153081009
Austria,AUT,Europe & Central Asia,High income,2010,4.517893,-0.023041344
Austria,AUT,Europe & Central Asia,High income,2011,-2.1136,0.096395727
Austria,AUT,Europe & Central Asia,High income,2012,-2.689145,-0.054642635
Austria,AUT,Europe & Central Asia,High income,2013,0.536594,0.044247795
Austria,AUT,Europe & Central Asia,High income,2014,-3.661263,0.01973289
