Country Name,Country Code,Region,IncomeGroup,Year,Annual CO2 growth (abs),GDP Change
Andorra,AND,Europe & Central Asia,High income,1991,,0.034644382
Andorra,AND,Europe & Central Asia,High income,1992,,0.051973355
Andorra,AND,Europe & Central Asia,High income,1993,0.003664,-0.196189279
Andorra,AND,Europe & Central Asia,High income,1996,0.029312,0.030123383
Andorra,AND,Europe & Central Asia,High income,2008,,0.019136665
Andorra,AND,Europe & Central Asia,High income,2009,-0.021984,-0.107049923
Andorra,AND,Europe & Central Asia,High income,2018,-0.001118,0.072637723
Andorra,AND,Europe & Central Asia,High income,2019,0.006285,-0.021694133
Angola,AGO,Sub-Saharan Africa,Lower middle income,1984,-0.114688,0.022896562
Angola,AGO,Sub-Saharan Africa,Lower middle income,1985,-0.309733,0.188990853
Angola,AGO,Sub-Saharan Africa,Lower middle income,1990,0.165946,0.064173578
Angola,AGO,Sub-Saharan Africa,Lower middle income,1991,-0.025808,-0.086536974
Angola,AGO,Sub-Saharan Africa,Lower middle income,1992,0.102156,-0.241807476
Angola,AGO,Sub-Saharan Africa,Lower middle income,1993,0.583339,-0.327808683
Angola,AGO,Sub-Saharan Africa,Lower middle income,1996,-0.523478,0.315888338
Angola,AGO,Sub-Saharan Africa,Lower middle income,2008,0.5099,0.307157948
Angola,AGO,Sub-Saharan Africa,Lower middle income,2009,2.079499,-0.23478912
Angola,AGO,Sub-Saharan Africa,Lower middle income,2018,0.207769,-0.196826928
Angola,AGO,Sub-Saharan Africa,Lower middle income,2019,0.341692,-0.151663719
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1984,0.062288,0.144018537
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1985,0.102592,0.156215549
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1990,-0.065952,0.038410894
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1991,-0.007328,0.034515984
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1992,-0.003664,0.018734171
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1993,0.007328,0.050606184
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1996,0.014656,0.074269858
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2008,0.010992,0.026901669
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2009,0.025648,-0.117397385
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2018,0.014598,0.083812927
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2019,-0.013233,0.026394989
Argentina,ARG,Latin America & Caribbean,Upper middle income,1974,1.504534,0.356620418
Argentina,ARG,Latin America & Caribbean,Upper middle income,1975,-0.634838,-0.287369317
Argentina,ARG,Latin America & Caribbean,Upper middle income,1984,1.309664,-0.251498494
Argentina,ARG,Latin America & Caribbean,Upper middle income,1985,-5.920523,0.100168255
Argentina,ARG,Latin America & Caribbean,Upper middle income,1990,-4.942221,0.817837033
Argentina,ARG,Latin America & Caribbean,Upper middle income,1991,5.426656,0.323498988
Argentina,ARG,Latin America & Caribbean,Upper middle income,1992,3.72484,0.189731286
Argentina,ARG,Latin America & Caribbean,Upper middle income,1993,-3.453099,0.021335043
Argentina,ARG,Latin America & Caribbean,Upper middle income,1996,6.997211,0.04219984
Argentina,ARG,Latin America & Caribbean,Upper middle income,2008,13.86024,0.245040017
Argentina,ARG,Latin America & Caribbean,Upper middle income,2009,-9.1568,-0.088210522
Argentina,ARG,Latin America & Caribbean,Upper middle income,2018,-2.386047,-0.203896208
Argentina,ARG,Latin America & Caribbean,Upper middle income,2019,-6.090351,-0.147953453
Armenia,ARM,Europe & Central Asia,Upper middle income,1991,0.708101,-0.074834622
Armenia,ARM,Europe & Central Asia,Upper middle income,1992,-13.060186,-0.373632548
Armenia,ARM,Europe & Central Asia,Upper middle income,1993,-3.286223,-0.033626196
Armenia,ARM,Europe & Central Asia,Upper middle income,1996,-0.839535,0.104483168
Armenia,ARM,Europe & Central Asia,Upper middle income,2008,0.47458,0.27763705
Armenia,ARM,Europe & Central Asia,Upper middle income,2009,-1.211458,-0.253440758
Armenia,ARM,Europe & Central Asia,Upper middle income,2018,0.811756,0.07816807
Armenia,ARM,Europe & Central Asia,Upper middle income,2019,-0.290676,0.095307225
Aruba,ABW,Latin America & Caribbean,High income,1990,-0.161216,0.080303663
Aruba,ABW,Latin America & Caribbean,High income,1991,0.043968,0.096584163
Aruba,ABW,Latin America & Caribbean,High income,1992,0.007328,0.0407899
Aruba,ABW,Latin America & Caribbean,High income,1993,0.10992,0.06338399
Aruba,ABW,Latin America & Caribbean,High income,1996,0.01832,0.008924442
Aruba,ABW,Latin America & Caribbean,High income,2008,-0.16488,0.048367122
Aruba,ABW,Latin America & Caribbean,High income,2009,-0.029312,-0.090613876
Aruba,ABW,Latin America & Caribbean,High income,2018,0.027234,-1
Australia,AUS,East Asia & Pacific,High income,1974,1.361992,0.358872822
Australia,AUS,East Asia & Pacific,High income,1975,3.52454,0.080508229
Australia,AUS,East Asia & Pacific,High income,1984,11.576178,0.07928671
Australia,AUS,East Asia & Pacific,High income,1985,4.62678,-0.079974022
Australia,AUS,East Asia & Pacific,High income,1990,0.939052,0.023200965
Australia,AUS,East Asia & Pacific,High income,1991,1.448,0.033511528
Australia,AUS,East Asia & Pacific,High income,1992,5.039778,-0.013371456
Australia,AUS,East Asia & Pacific,High income,1993,4.322748,-0.050381241
Australia,AUS,East Asia & Pacific,High income,1996,6.951419,0.07587219
Australia,AUS,East Asia & Pacific,High income,2008,4.574946,0.210976336
Australia,AUS,East Asia & Pacific,High income,2009,3.045921,-0.137682852
Australia,AUS,East Asia & Pacific,High income,2018,0.856519,0.061579168
Australia,AUS,East Asia & Pacific,High income,2019,-4.93828,-0.040007661
Austria,AUT,Europe & Central Asia,High income,1974,-2.721259,0.190204979
Austria,AUT,Europe & Central Asia,High income,1975,-3.080442,0.141416079
Austria,AUT,Europe & Central Asia,High income,1984,2.545882,-0.057284161
Austria,AUT,Europe & Central Asia,High income,1985,0.152269,0.020134625
Austria,AUT,Europe & Central Asia,High income,1990,8.42707,0.241116061
Austria,AUT,Europe & Central Asia,High income,1991,3.600832,0.033666459
Austria,AUT,Europe & Central Asia,High income,1992,-5.521464,0.110180807
Austria,AUT,Europe & Central Asia,High income,1993,0.43135,-0.032099319
Austria,AUT,Europe & Central Asia,High income,1996,3.356329,-0.01704067
Austria,AUT,Europe & Central Asia,High income,2008,-0.674183,0.103573025
Austria,AUT,Europe & Central Asia,High income,2009,-6.094457,-0.072436197
Austria,AUT,Europe & Central Asia,High income,2018,-2.909182,0.085432665
Austria,AUT,Europe & Central Asia,High income,2019,1.775465,-0.026042485
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1991,-0.781488,-0.022699784
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1992,5.017427,-0.440844734
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1993,-7.769955,-0.216427601
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1996,-2.069628,0.030243444
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2008,4.992244,0.447408472
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2009,-3.59397,-0.111991638
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2018,0.99045,0.14293204
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2019,2.331669,0.011339052
Bahrain,BHR,Middle East & North Africa,High income,1984,0.978288,0.017985289
Bahrain,BHR,Middle East & North Africa,High income,1985,0.985616,-0.09216854
Bahrain,BHR,Middle East & North Africa,High income,1990,0.688635,0.062020245
Bahrain,BHR,Middle East & North Africa,High income,1991,-0.550052,0.061753738
Bahrain,BHR,Middle East & North Africa,High income,1992,-0.981487,0.002990233
Bahrain,BHR,Middle East & North Africa,High income,1993,3.73594,0.067758108
Bahrain,BHR,Middle East & North Africa,High income,1996,0.802539,0.016163855
Bahrain,BHR,Middle East & North Africa,High income,2008,2.912395,0.099634633
Bahrain,BHR,Middle East & North Africa,High income,2009,-1.584918,-0.16086635
Bahrain,BHR,Middle East & North Africa,High income,2018,-1.176869,0.010448209
Bahrain,BHR,Middle East & North Africa,High income,2019,2.759841,-0.020302547
Bangladesh,BGD,South Asia,Lower middle income,1974,0.10339,0.522418702
Bangladesh,BGD,South Asia,Lower middle income,1975,0.203637,0.524945924
Bangladesh,BGD,South Asia,Lower middle income,1984,0.888878,0.04685984
Bangladesh,BGD,South Asia,Lower middle income,1985,1.112002,0.146998773
Bangladesh,BGD,South Asia,Lower middle income,1990,0.699566,0.07150945
Bangladesh,BGD,South Asia,Lower middle income,1991,0.659209,-0.04279996
Bangladesh,BGD,South Asia,Lower middle income,1992,0.638502,0.001652962
Bangladesh,BGD,South Asia,Lower middle income,1993,0.682469,0.023534386
Bangladesh,BGD,South Asia,Lower middle income,1996,0.450528,0.198204665
Bangladesh,BGD,South Asia,Lower middle income,2008,2.658744,0.137863883
Bangladesh,BGD,South Asia,Lower middle income,2009,3.8472,0.105950748
Bangladesh,BGD,South Asia,Lower middle income,2018,5.394964,0.08596171
Bangladesh,BGD,South Asia,Lower middle income,2019,16.442871,0.092671942
Barbados,BRB,Latin America & Caribbean,High income,1975,0.076944,0.28190995
Barbados,BRB,Latin America & Caribbean,High income,1984,0.062255,0.086678427
Barbados,BRB,Latin America & Caribbean,High income,1985,0.098972,0.043383483
Barbados,BRB,Latin America & Caribbean,High income,1990,0.080646,-0.000789058
Barbados,BRB,Latin America & Caribbean,High income,1991,0.131958,0.000485286
Barbados,BRB,Latin America & Caribbean,High income,1992,-0.227157,-0.035082215
Barbados,BRB,Latin America & Caribbean,High income,1993,0.124374,0.050391685
Barbados,BRB,Latin America & Caribbean,High income,1996,0.018452,0.061790679
Barbados,BRB,Latin America & Caribbean,High income,2008,0.24948,0.019191836
Barbados,BRB,Latin America & Caribbean,High income,2009,-0.015116,-0.07061557
Barbados,BRB,Latin America & Caribbean,High income,2018,0.036257,0.020341495
Barbados,BRB,Latin America & Caribbean,High income,2019,-0.020532,0.022713275
Belarus,BLR,Europe & Central Asia,Upper middle income,1991,-7.042586,-0.168999017
Belarus,BLR,Europe & Central Asia,Upper middle income,1992,-7.985112,-0.05553622
Belarus,BLR,Europe & Central Asia,Upper middle income,1993,-12.281963,-0.046523201
Belarus,BLR,Europe & Central Asia,Upper middle income,1996,0.839348,0.059655889
Belarus,BLR,Europe & Central Asia,Upper middle income,2008,2.12489,0.346670359
Belarus,BLR,Europe & Central Asia,Upper middle income,2009,-4.292119,-0.160883623
Belarus,BLR,Europe & Central Asia,Upper middle income,2018,1.128741,0.098638159
Belarus,BLR,Europe & Central Asia,Upper middle income,2019,0.612201,0.052640772
Belgium,BEL,Europe & Central Asia,High income,1974,-3.688954,0.169933149
Belgium,BEL,Europe & Central Asia,High income,1975,-13.127019,0.168750137
Belgium,BEL,Europe & Central Asia,High income,1984,3.764762,-0.043969613
Belgium,BEL,Europe & Central Asia,High income,1985,-0.962012,0.034709753
Belgium,BEL,Europe & Central Asia,High income,1990,13.515796,0.246614119
Belgium,BEL,Europe & Central Asia,High income,1991,3.072739,0.02142123
Belgium,BEL,Europe & Central Asia,High income,1992,-0.87424,0.110778258
Belgium,BEL,Europe & Central Asia,High income,1993,-1.063637,-0.046579424
Belgium,BEL,Europe & Central Asia,High income,1996,3.540107,-0.032528926
Belgium,BEL,Europe & Central Asia,High income,2008,-0.2933,0.086844677
Belgium,BEL,Europe & Central Asia,High income,2009,-12.459495,-0.073239985
Belgium,BEL,Europe & Central Asia,High income,2018,0.751561,0.076719861
Belgium,BEL,Europe & Central Asia,High income,2019,-0.498958,-0.024429089
Belize,BLZ,Latin America & Caribbean,Upper middle income,1974,0.007328,0.297286202
Belize,BLZ,Latin America & Caribbean,Upper middle income,1975,0.021984,0.127107703
Belize,BLZ,Latin America & Caribbean,Upper middle income,1984,,0.084480089
Belize,BLZ,Latin America & Caribbean,Upper middle income,1985,0.01832,-0.035617609
Belize,BLZ,Latin America & Caribbean,Upper middle income,1990,0.010992,0.092057243
Belize,BLZ,Latin America & Caribbean,Upper middle income,1991,0.095264,0.05900119
Belize,BLZ,Latin America & Caribbean,Upper middle income,1992,-0.051296,0.146147884
Belize,BLZ,Latin America & Caribbean,Upper middle income,1993,0.021984,0.062280128
Belize,BLZ,Latin America & Caribbean,Upper middle income,1996,-0.069616,0.001819124
Belize,BLZ,Latin America & Caribbean,Upper middle income,2008,-0.040304,0.035707005
Belize,BLZ,Latin America & Caribbean,Upper middle income,2009,0.080608,-0.049460606
Belize,BLZ,Latin America & Caribbean,Upper middle income,2018,-0.003347,-0.000581688
Belize,BLZ,Latin America & Caribbean,Upper middle income,2019,0.020592,-0.014242423
Benin,BEN,Sub-Saharan Africa,Lower middle income,1974,0.025648,0.074245141
Benin,BEN,Sub-Saharan Africa,Lower middle income,1975,0.03664,0.191284966
Benin,BEN,Sub-Saharan Africa,Lower middle income,1984,0.045949,-0.067345946
Benin,BEN,Sub-Saharan Africa,Lower middle income,1985,0.24014,-0.033451154
Benin,BEN,Sub-Saharan Africa,Lower middle income,1990,0.07103,0.263117161
Benin,BEN,Sub-Saharan Africa,Lower middle income,1991,0.111445,-0.020149546
Benin,BEN,Sub-Saharan Africa,Lower middle income,1992,0.072814,-0.175735905
Benin,BEN,Sub-Saharan Africa,Lower middle income,1993,0.22174,0.295516202
Benin,BEN,Sub-Saharan Africa,Lower middle income,1996,-0.042459,0.054562532
Benin,BEN,Sub-Saharan Africa,Lower middle income,2008,-0.064818,0.161630194
Benin,BEN,Sub-Saharan Africa,Lower middle income,2009,0.253121,-0.032558439
Benin,BEN,Sub-Saharan Africa,Lower middle income,2018,0.334897,0.091709725
Benin,BEN,Sub-Saharan Africa,Lower middle income,2019,0.238392,-0.017243943
Bermuda,BMU,North America,High income,1974,0.01832,0.168614371
Bermuda,BMU,North America,High income,1975,0.014656,0.111976243
Bermuda,BMU,North America,High income,1984,-0.007328,0.098591572
Bermuda,BMU,North America,High income,1985,0.007328,0.045776642
Bermuda,BMU,North America,High income,1990,-0.278464,0.05186935
Bermuda,BMU,North America,High income,1991,0.03664,0.031994847
Bermuda,BMU,North America,High income,1992,-0.076944,0.034994975
Bermuda,BMU,North America,High income,1993,0.076944,0.077817835
Bermuda,BMU,North America,High income,1996,-0.003664,0.318833603
Bermuda,BMU,North America,High income,2008,-0.080608,0.025392321
Bermuda,BMU,North America,High income,2009,-0.172208,-0.051692123
Bermuda,BMU,North America,High income,2018,0.018737,0.010738953
Bermuda,BMU,North America,High income,2019,-0.016985,0.035992018
Bhutan,BTN,South Asia,Lower middle income,1984,0.021984,-0.004168261
Bhutan,BTN,South Asia,Lower middle income,1985,0.010992,-0.010586273
Bhutan,BTN,South Asia,Lower middle income,1990,0.065952,0.068730459
Bhutan,BTN,South Asia,Lower middle income,1991,0.047879,-0.171894489
Bhutan,BTN,South Asia,Lower middle income,1992,0.029259,0.003211198
Bhutan,BTN,South Asia,Lower middle income,1993,-0.032351,-0.05864069
Bhutan,BTN,South Asia,Lower middle income,1996,0.04905,0.030909802
Bhutan,BTN,South Asia,Lower middle income,2008,0.028695,0.04038662
Bhutan,BTN,South Asia,Lower middle income,2009,-0.032921,-0.004887912
Bhutan,BTN,South Asia,Lower middle income,2018,0.405346,-0.013110509
Bhutan,BTN,South Asia,Lower middle income,2019,0.044653,0.022410973
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1974,0.058475,0.626790738
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1975,0.542035,0.119976038
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1984,-0.248796,0.114973151
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1985,0.080417,-0.146088004
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1990,0.758325,0.010537098
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1991,0.247246,0.074772777
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1992,0.64797,0.034214287
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1993,1.169839,-0.005024729
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1996,-0.02445,0.079301817
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2008,0.863774,0.249580105
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2009,0.45704,0.022739002
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2018,0.534942,0.058925336
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2019,0.229348,0.000980278
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,1996,0.835667,0.518223106
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2008,2.484317,0.214042145
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2009,0.578445,-0.073901954
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2018,0.294592,0.12560607
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2019,4.53499,0.005982373
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1974,0.03664,0.210075756
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1975,0.098928,0.118857085
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1984,0.014656,0.022232562
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1985,0.113584,-0.133613077
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1990,1.271408,0.188806027
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1991,-0.065952,0.009129737
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1992,0.142896,0.022953234
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1993,0.417696,-0.022223243
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1996,-0.289456,0.00054789
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2008,0.2748,-0.020436207
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2009,-0.647526,-0.080119667
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2018,-0.24348,0.048949426
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2019,-0.49903,-0.038441047
Brazil,BRA,Latin America & Caribbean,Upper middle income,1974,10.907704,0.295162505
Brazil,BRA,Latin America & Caribbean,Upper middle income,1975,7.586344,0.149113949
Brazil,BRA,Latin America & Caribbean,Upper middle income,1984,2.178652,0.005339992
Brazil,BRA,Latin America & Caribbean,Upper middle income,1985,12.331191,0.043799183
Brazil,BRA,Latin America & Caribbean,Upper middle income,1990,-5.192524,0.065939338
Brazil,BRA,Latin America & Caribbean,Upper middle income,1991,10.306541,0.282267888
Brazil,BRA,Latin America & Caribbean,Upper middle income,1992,1.155682,-0.346750931
Brazil,BRA,Latin America & Caribbean,Upper middle income,1993,9.949873,0.074815265
Brazil,BRA,Latin America & Caribbean,Upper middle income,1996,25.611248,0.088022166
Brazil,BRA,Latin America & Caribbean,Upper middle income,2008,23.425996,0.201821735
Brazil,BRA,Latin America & Caribbean,Upper middle income,2009,-20.253972,-0.026396462
Brazil,BRA,Latin America & Caribbean,Upper middle income,2018,-17.938825,-0.093109927
Brazil,BRA,Latin America & Caribbean,Upper middle income,2019,-0.933534,-0.031556558
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1984,-3.016371,0.05977895
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1985,2.176401,-0.024965732
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1990,-9.783252,-0.044606406
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1991,-15.466378,-0.464306613
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1992,-4.222165,-0.043978848
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1993,0.665205,0.054676024
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1996,0.391654,-0.349017931
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2008,-1.661288,0.234597565
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2009,-8.305786,-0.038193267
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2018,-3.953565,0.131226059
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2019,-1.545126,0.042472373
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1974,0.03664,0.092972331
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1975,0.014656,0.228123278
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1984,-0.12824,-0.110789413
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1985,0.010992,0.036375693
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1990,-0.23816,0.154585378
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1991,0.043968,-0.015820959
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1992,0.003664,-0.304399373
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1993,-0.003664,0.013128929
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1996,0.08059,0.057363232
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2008,0.14396,0.202484729
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2009,0.095658,-0.029886975
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2018,0.201978,0.1062626
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2019,0.160949,-0.032223981
Burundi,BDI,Sub-Saharan Africa,Low income,1974,0.01832,0.121616267
Burundi,BDI,Sub-Saharan Africa,Low income,1975,-0.014656,0.201380778
Burundi,BDI,Sub-Saharan Africa,Low income,1984,0.014656,-0.112822974
Burundi,BDI,Sub-Saharan Africa,Low income,1985,0.010992,0.133143877
Burundi,BDI,Sub-Saharan Africa,Low income,1990,-0.058624,-0.008326363
Burundi,BDI,Sub-Saharan Africa,Low income,1991,0.029312,0.007836502
Burundi,BDI,Sub-Saharan Africa,Low income,1992,-0.021984,-0.091949076
Burundi,BDI,Sub-Saharan Africa,Low income,1993,0.010992,-0.150147562
Burundi,BDI,Sub-Saharan Africa,Low income,1996,0.003664,-0.141811905
Burundi,BDI,Sub-Saharan Africa,Low income,2008,0.007328,0.149899485
Burundi,BDI,Sub-Saharan Africa,Low income,2009,-0.040304,0.069492202
Burundi,BDI,Sub-Saharan Africa,Low income,2018,0.018845,-0.07251112
Burundi,BDI,Sub-Saharan Africa,Low income,2019,0.011758,-0.038654987
Cambodia,KHM,East Asia & Pacific,Lower middle income,1974,-0.054841,-0.172178788
Cambodia,KHM,East Asia & Pacific,Lower middle income,1975,,-1
Cambodia,KHM,East Asia & Pacific,Lower middle income,1996,0.056961,-0.011288501
Cambodia,KHM,East Asia & Pacific,Lower middle income,2008,0.352517,0.180649012
Cambodia,KHM,East Asia & Pacific,Lower middle income,2009,0.761329,-0.010131846
Cambodia,KHM,East Asia & Pacific,Lower middle income,2018,4.293057,0.091583336
Cambodia,KHM,East Asia & Pacific,Lower middle income,2019,0.547941,0.086629433
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1974,0.076851,0.248052487
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1975,0.186775,0.187095306
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1984,-0.501552,0.024257155
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1985,0.417696,0.011939057
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1990,-6.951063,-0.029071918
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1991,-0.570199,0.082161324
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1992,2.669547,-0.109996153
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1993,0.153544,0.321386683
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1996,0.38894,0.061217546
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2008,-0.275687,0.148799384
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2009,1.168678,-0.041582526
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2018,0.036307,0.076756216
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2019,0.025954,-0.017623726
Canada,CAN,North America,High income,1974,8.340554,0.204558913
Canada,CAN,North America,High income,1975,7.167523,0.067993683
Canada,CAN,North America,High income,1984,16.889674,0.033727408
Canada,CAN,North America,High income,1985,-3.523755,0.017069614
Canada,CAN,North America,High income,1990,-0.700318,0.035370897
Canada,CAN,North America,High income,1991,-9.622628,0.014918684
Canada,CAN,North America,High income,1992,14.542697,-0.04081592
Canada,CAN,North America,High income,1993,0.368991,-0.036335852
Canada,CAN,North America,High income,1996,15.816401,0.029764527
Canada,CAN,North America,High income,2008,-18.633663,0.046054555
Canada,CAN,North America,High income,2009,-33.037308,-0.124937397
Canada,CAN,North America,High income,2018,13.670246,0.02579526
Canada,CAN,North America,High income,2019,-9.854124,-0.002557505
Central African Republic,CAF,Sub-Saharan Africa,Low income,1974,-0.047632,0.021744626
Central African Republic,CAF,Sub-Saharan Africa,Low income,1975,-0.010992,0.322287734
Central African Republic,CAF,Sub-Saharan Africa,Low income,1984,0.003664,-0.059042771
Central African Republic,CAF,Sub-Saharan Africa,Low income,1985,0.010992,0.321922345
Central African Republic,CAF,Sub-Saharan Africa,Low income,1990,-0.051296,0.142203737
Central African Republic,CAF,Sub-Saharan Africa,Low income,1991,0.007328,-0.067800473
Central African Republic,CAF,Sub-Saharan Africa,Low income,1992,0.010992,-0.00288529
Central African Republic,CAF,Sub-Saharan Africa,Low income,1993,0.007328,-0.1201364
Central African Republic,CAF,Sub-Saharan Africa,Low income,1996,,-0.119839704
